# PanTiltKarte  Kopf=(5.4036,-0.2912)  phi=1.585991
# X,Y
0.0015,0.5618
3.1459,8.9068
6.0364,16.1411
6.3874,16.0944
6.4876,16.0840
6.5638,16.0901
6.8360,16.0219
6.9109,16.0141
7.0624,16.0142
8.2942,1.1856
