# PanTiltKarte  Kopf=(4.6543,-0.2813)  phi=1.657047
# X,Y
0.1653,0.1793
0.2048,1.0501
1.2221,1.5022
2.0159,2.4374
2.5358,3.9600
2.8516,5.7883
3.3561,7.6105
4.1703,10.6223
4.5228,13.6202
5.4801,15.1757
7.0163,15.9926
7.2635,11.7277
8.4264,11.1524
8.2827,8.9498
7.7597,2.5685
8.1200,2.8111
7.7159,2.1928
8.0383,2.0135
8.0397,0.1790
